식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),토코페롤(mg),토코트리에놀(mg),알코올(g),출처코드,출처명,1회 섭취참고량,식품중량,품목제조보고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
P109-102010200-2261,어성초를 내리다 茶,P,가공식품,1,가공식품,09,음료류,09102,액상차,0900001,다류,090000102,액상차,00,해당없음,100ml,6,,0.56,0.16,,0.72,0.68,,,,,,40,,,,,,,,,0.00,0.08,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,500ml,2016057023160,주식회사 다니엘컴퍼니,해당없음,해당없음,N,,해당없음,2,수집,2026-05-12,2026-07-28 00:00:00
P109-102010200-5113,솔잎을 내리다 茶,P,가공식품,1,가공식품,09,음료류,09102,액상차,0900001,다류,090000102,액상차,00,해당없음,100ml,7,,0.08,0.14,,1.25,0.45,,,,,,1,,,,,,,,,0.00,0.11,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,100ml,2016057023163,주식회사 다니엘컴퍼니,해당없음,해당없음,N,,해당없음,2,수집,2026-05-08,2026-07-28 00:00:00
P105-001000100-1673,비렌버그 오스트레일리안 블러드오렌지 마말레이드 300g (블러드오렌지 27.1%) ,P,가공식품,1,가공식품,05,잼류,05001,잼,0500000,해당없음,050000001,잼,00,해당없음,100g,268,,0.00,0.00,,67.00,54.60,,,,,,0,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,20g,300g,24AU07Z00D1,BEERENBERG PTY LTD,에스제이트레이더스,해당없음,Y,036,호주,2,수집,2024-06-03,2026-07-28 00:00:00
P101-409000400-6866,"본정 산딸기무스케익
(미니)",P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01409,케이크,0100000,해당없음,010000004,빵류,00,해당없음,100g,281,,3.33,13.33,,36.66,26.66,,,,,,60,,,,,,,,,59.99,6.67,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,70g,300g,2010041510452,본정초콜릿(주),해당없음,해당없음,N,,해당없음,2,수집,2024-12-31,2026-07-28 00:00:00
P108-010000300-0120,"밀가루0% 화순 햅쌀 부추 쌀국수
 표고맛",P,가공식품,1,가공식품,08,면류,08010,쌀국수,0800000,해당없음,080000003,건면,00,해당없음,100g,348,,8.70,2.83,,71.74,3.26,,,,,,2010,,,,,,,,,3.26,0.54,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,"생·숙면 200g, 건면 100g, 당면 30g, 유탕면(봉지)120g, 유탕면(용기)80g",92g,2019052411829,농업회사법인화순파프리카쌀국수주식회사,해당없음,해당없음,N,,해당없음,2,수집,2025-07-01,2026-07-28 00:00:00
P109-102010200-2137,물빛누리 화천오미자차(茶),P,가공식품,1,가공식품,09,음료류,09102,액상차,0900001,다류,090000102,액상차,00,해당없음,100ml,53,,0.12,0.00,,13.03,4.55,,,,,,1,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,100ml,2018041805232,화천군농산물종합가공지원센터,해당없음,해당없음,N,,해당없음,2,수집,2024-11-04,2026-07-28 00:00:00
P118-100010700-0260,맛난(卵)구운란 중란,P,가공식품,1,가공식품,18,알가공품류,18100,달걀/메추리알,1800001,알가공품(축산물가공품),180000107,알가열제품,00,해당없음,100g,132,,13.60,6.81,,3.96,0.00,,,,,,167,,,,,,,,,207.46,4.08,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,50g,100g,202206670184,영농조합법인이앤티,해당없음,해당없음,N,,해당없음,2,수집,2025-04-28,2026-07-28 00:00:00
P118-100010700-0331,맛난(卵)구운란 중란,P,가공식품,1,가공식품,18,알가공품류,18100,달걀/메추리알,1800001,알가공품(축산물가공품),180000107,알가열제품,00,해당없음,100g,132,,13.60,6.81,,3.96,0.00,,,,,,167,,,,,,,,,207.46,4.08,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,50g,100g,202206670186,영농조합법인 이앤티,해당없음,해당없음,N,,해당없음,2,수집,2025-12-08,2026-07-28 00:00:00
P118-100010700-0330,맛난(卵)구운란 대란,P,가공식품,1,가공식품,18,알가공품류,18100,달걀/메추리알,1800001,알가공품(축산물가공품),180000107,알가열제품,00,해당없음,100g,132,,13.60,6.81,,3.96,0.00,,,,,,167,,,,,,,,,207.46,4.08,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,50g,100g,202206670185,영농조합법인 이앤티,해당없음,해당없음,N,,해당없음,2,수집,2025-12-08,2026-07-28 00:00:00
P109-102010200-0534,히비스커스블렌딩티,P,가공식품,1,가공식품,09,음료류,09102,액상차,0900001,다류,090000102,액상차,00,해당없음,100ml,1,,0.00,0.00,,0.29,0.29,,,,,,1,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,340ml,19920562023402,대구경북능금농협,해당없음,해당없음,N,,해당없음,2,수집,2019-06-30,2026-07-28 00:00:00
P120-600060000-1560,흰다리새우살(두절  탈각  내장제거  꼬리유) 750G,P,가공식품,1,가공식품,20,수산가공식품류,20600,기타 수산가공품,2000006,기타 수산물가공품,200000600,해당없음,00,해당없음,100g,55,,13.00,0.50,,0.00,0.00,,,,,,900,,,,,,,,,120.00,0.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,,23VN03900D9,CA MAU SEAFOOD PROCESSING AND SERVICE JOINT STOCK CORPORATION (CASES) - CANG CA II FROZEN SEAFOOD PROCESSING FACTORY,롯데쇼핑(주)롯데마트사업본부,해당없음,Y,704,베트남,2,수집,2024-12-31,2026-07-28 00:00:00
P101-107000100-0299,흑임자유과,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01107,전통과자,0100000,해당없음,010000001,과자,00,해당없음,100g,484,,11.00,23.00,,58.00,34.00,,,,,,31,,,,,,,,,0.00,3.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,20g,2002056204613,일월한과,해당없음,해당없음,N,,해당없음,2,수집,2023-12-22,2026-07-28 00:00:00
P117-700060000-0471,흑염소진액블랙,P,가공식품,1,가공식품,17,식육가공품 및 포장육,17700,식육간편조리,1700006,식육추출가공품(축산물가공품),170000600,해당없음,00,해당없음,100ml,11,,0.52,0.50,,1.11,0.63,,,,,,4,,,,,,,,,0.00,0.01,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,2100ml,202403710141,삼성바이오헬스케어(주),해당없음,해당없음,N,,해당없음,2,수집,2024-02-19,2026-07-28 00:00:00
P101-104000100-0863,흑미로칩,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01104,스낵과자,0100000,해당없음,010000001,과자,00,해당없음,100g,402,,7.50,3.70,,84.60,0.90,,,,,,219,,,,,,,,,0.00,0.80,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,60g,20050355361145,(주)푸디스,해당없음,해당없음,N,,해당없음,2,수집,2024-12-26,2026-07-28 00:00:00
P123-201020300-5973,흑닭 더 시즌 닭가슴살 볶음밥 찜닭맛,P,가공식품,1,가공식품,23,즉석식품류,23201,밥류,2300002,즉석섭취·편의식품류,230000203,즉석조리식품,00,해당없음,100g,178,,9.30,3.00,,28.40,2.30,,,,,,465,,,,,,,,,28.20,0.30,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,210g,200g,20040355580676,오뚜기냉동식품주식회사,해당없음,해당없음,N,,해당없음,2,수집,2025-09-22,2026-07-28 00:00:00
P120-600060000-3322,훙유 오징어빨판,P,가공식품,1,가공식품,20,수산가공식품류,20600,기타 수산가공품,2000006,기타 수산물가공품,200000600,해당없음,00,해당없음,100g,245,,11.00,17.00,,13.00,2.00,,,,,,1030,,,,,,,,,250.00,1.50,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,26CN0XA00D6,RONGCHENG CITY HE SHUN AQUATIC PRODUCTS CO.，LTD,성창 DDF,해당없음,Y,156,중국,2,수집,2026-02-02,2026-07-28 00:00:00
P120-111060000-0226,훈제 대서양연어 슬라이스(냉동),P,가공식품,1,가공식품,20,수산가공식품류,20111,연어,2000006,기타 수산물가공품,200000600,해당없음,00,해당없음,100g,187,,20.29,11.80,,0.00,0.00,,,,,,961,,,,,,,,4.67,59.20,1.98,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,1250g,26CL01N00D5,ALIMENTOS MULTIEXPORT S A,씨케이글로벌(주),해당없음,Y,152,칠레,2,수집,2026-05-11,2026-07-28 00:00:00
P123-203020200-1880,후식주먹밥 치즈닭갈비,P,가공식품,1,가공식품,23,즉석식품류,23203,주먹밥/김밥/초밥,2300002,즉석섭취·편의식품류,230000202,즉석섭취식품,00,해당없음,100g,175,,4.62,4.35,,29.43,3.50,,,,,,399,,,,,,,,,8.19,1.28,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,210g,116g,200306073752668,(주)원푸드림,해당없음,해당없음,N,,해당없음,2,수집,2024-10-10,2026-07-28 00:00:00
P105-001000200-0113,후루티리얼오렌지에이드,P,가공식품,1,가공식품,05,잼류,05001,잼,0500000,해당없음,050000002,기타잼,00,해당없음,100g,178,,1.40,0.00,,46.00,46.00,,,,,,50,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,20g,1000g,199104430101134,아그라나프루트코리아주식회사,해당없음,해당없음,N,,해당없음,2,수집,2019-06-30,2026-07-28 00:00:00
P119-202040200-0559,후디스그릭요거트무설탕저지방,P,가공식품,1,가공식품,19,유가공품류,19202,농후발효유,1900004,발효유류(축산물가공품),190000402,농후발효유,00,해당없음,100g,81,,6.00,2.00,,9.50,9.50,,,,,,110,,,,,,,,,10.00,1.25,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,"액상 150ml, 호상 100ml(g)",80g,2007037900947,일동후디스(주),해당없음,해당없음,N,,해당없음,2,수집,2021-06-30,2026-07-28 00:00:00
P116-705060000-1299,효소밸런스,P,가공식품,1,가공식품,16,농산가공식품류,16705,기타 농산가공품,1600006,효소식품,160000600,해당없음,00,해당없음,100g,396,,11.90,3.00,,80.40,46.80,,,,,,165,,,,,,,,,0.00,1.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,60g,20170449030328,주식회사코스팜,해당없음,해당없음,N,,해당없음,2,수집,2024-10-02,2026-07-28 00:00:00
P120-301030200-0048,황태채,P,가공식품,1,가공식품,20,수산가공식품류,20301,조미건어포,2000003,건포류,200000302,건어포,00,해당없음,100g,328,,59.00,2.00,,17.00,0.00,,,,,,334,,,,,,,,,159.00,0.20,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,15g,20000g,24CN5DO00D5,"YANBIAN FENGJIANG AQUATICS PROCESSING CO.,LTD",(주)경북무역,해당없음,Y,643,러시아,2,수집,2024-10-24,2026-07-28 00:00:00
P114-101010200-1403,황진담맛김치,P,가공식품,1,가공식품,14,절임류 또는 조림류,14101,배추김치,1400001,김치류,140000102,김치,00,해당없음,100g,43,,2.14,0.22,,8.10,2.84,,,,,,561,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,40g,100g,20030449061104,농업회사법인 비에스푸드 주식회사,해당없음,해당없음,N,,해당없음,2,수집,2025-12-24,2026-07-28 00:00:00
P120-301060000-0003,황금어포,P,가공식품,1,가공식품,20,수산가공식품류,20301,조미건어포,2000006,기타 수산물가공품,200000600,해당없음,00,해당없음,100g,477,,12.50,21.10,,61.10,36.40,,,,,,720,,,,,,,,,35.00,2.70,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,15g,150g,20100392140302,(주)씨월드,해당없음,해당없음,N,,해당없음,2,수집,2024-08-08,2026-07-28 00:00:00
P108-001000100-0114,화풍생라면,P,가공식품,1,가공식품,08,면류,08001,국수,0800000,해당없음,080000001,생면,00,해당없음,100g,270,,6.00,0.40,,60.00,2.00,,,,,,400,,,,,,,,,0.00,0.10,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,"생·숙면 200g, 건면 100g, 당면 30g, 유탕면(봉지)120g, 유탕면(용기)80g",3000g,2013027503322,(주)타마루에스엠에스,해당없음,해당없음,N,,해당없음,2,수집,2023-12-22,2026-07-28 00:00:00
P101-424000400-1795,화이트시트,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01424,반제품/생지,0100000,해당없음,010000004,빵류,00,해당없음,100g,350,,9.00,11.00,,55.00,35.00,,,,,,75,,,,,,,,,225.00,2.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,20170275064117,(주)수니케이크,해당없음,해당없음,N,,해당없음,2,수집,2026-04-01,2026-07-28 00:00:00
P102-103010300-1125,화이트 스노우 빌리지,P,가공식품,1,가공식품,02,빙과류,02103,아이스밀크,0200001,아이스크림류(축산물가공품),020000103,아이스밀크,00,해당없음,100g,240,,3.60,14.00,,25.00,21.00,,,,,,89,,,,,,,,,43.00,11.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100ml,575g,20060262092143,(주)빨라쪼,해당없음,해당없음,N,,해당없음,2,수집,2025-11-07,2026-07-28 00:00:00
P101-415000400-1155,화덕 불고기피자 M,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01415,피자,0100000,해당없음,010000004,빵류,00,해당없음,100g,225,,7.95,8.92,,28.92,2.65,,,,,,482,,,,,,,,,14.46,3.62,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,150g,415g,20160355741155,(주)알찬식품,해당없음,해당없음,N,,해당없음,2,수집,2025-12-19,2026-07-28 00:00:00
P101-103000100-1293,홍차 초코칩 발효 쿠키,P,가공식품,1,가공식품,01,과자류·빵류 또는 떡류,01103,비스킷/쿠키/크래커,0100000,해당없음,010000001,과자,00,해당없음,100g,464,,12.00,20.00,,59.00,16.00,,,,,,141,,,,,,,,,48.00,9.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,100g,2013044306192,(주)에그앤씨드,해당없음,해당없음,N,,해당없음,2,수집,2024-05-02,2026-07-28 00:00:00
P109-700070000-0879,홍삼정진액 에브리데이 365 스틱,P,가공식품,1,가공식품,09,음료류,09700,인삼/홍삼음료,0900007,인삼·홍삼음료,090000700,해당없음,00,해당없음,100g,200,,0.00,0.00,,50.00,10.00,,,,,,0,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,100ml,1000g,2023066113755,세종에프앤비 주식회사,해당없음,해당없음,N,,해당없음,2,수집,2026-04-24,2026-07-28 00:00:00
P120-402040000-0405,홍반장 진도돌김돌자반,P,가공식품,1,가공식품,20,수산가공식품류,20402,김자반,2000004,가공김(조미김 또는 구운김),200000400,해당없음,00,해당없음,100g,100,,0.00,10.00,,2.86,2.86,,,,,,71,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,5g,35g,2022024903336,(주)더국민,해당없음,해당없음,N,,해당없음,2,수집,2025-11-07,2026-07-28 00:00:00
P123-305020200-0083,홈파티 치즈 플래터 더블,P,가공식품,1,가공식품,23,즉석식품류,23305,기타 즉석식품,2300002,즉석섭취·편의식품류,230000202,즉석섭취식품,00,해당없음,100g,383,,17.45,24.43,,23.34,3.25,,,,,,699,,,,,,,,,57.67,10.57,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,261g,2018028001932,(주)소유에프앤비,해당없음,해당없음,N,,해당없음,2,수집,2023-12-22,2026-07-28 00:00:00
P116-702070100-2901,홀 토마토통조림,P,가공식품,1,가공식품,16,농산가공식품류,16702,채소가공품,1600007,기타 농산가공품류,160000701,과·채가공품,00,해당없음,100g,18,,1.20,0.10,,3.00,3.00,,,,,,44,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,30g,2500g,26IT0TB00D1,CALISPA SPA,(주)영인코퍼레이션,해당없음,Y,380,이탈리아,2,수집,2026-04-24,2026-07-28 00:00:00
P109-302030200-2313,호재준A+B+C주스,P,가공식품,1,가공식품,09,음료류,09302,과·채주스,0900003,과일·채소류음료,090000302,과·채주스,00,해당없음,100ml,45,,0.70,0.00,,10.00,10.00,,,,,,25,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,100ml,20030445042845,(주)웰팜,해당없음,해당없음,N,,해당없음,2,수집,2020-06-30,2026-07-28 00:00:00
P116-705070500-0749,호박씨,P,가공식품,1,가공식품,16,농산가공식품류,16705,기타 농산가공품,1600007,기타 농산가공품류,160000705,기타 농산가공품,00,해당없음,100g,585,,20.00,43.81,,27.62,0.00,,,,,,120,,,,,,,,,0.00,7.62,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,105g,21TH06G00D1,"B.K.Y.CO.,LTD.",(주)아시아푸드스토리,해당없음,Y,764,태국,2,수집,2026-02-11,2026-07-28 00:00:00
P111-000010700-0003,호로록,P,가공식품,1,가공식품,11,특수의료용도식품,11000,환자용 식품,1100001,표준형 영양조제식품,110000107,연하곤란자용 점도조절 식품,00,해당없음,100g,240,,0.66,0.29,,88.20,0.00,59.0,,,,,1448,,,,,,,,,0.00,0.05,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,198506140553473,(주)엠에스씨(MSC),해당없음,해당없음,N,,해당없음,2,수집,2023-12-13,2026-07-28 00:00:00
